20
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
-99,16,19,10,20, 2, 4,11,17, 2,18, 3,20, 7,12,28,15,25,23,-99,
-99,17,17, 4, 1,20,10, 3,30,27,28,16,20, 6,15,11,27,18,24,-99,
-99, 2, 1,24, 3, 2,26, 6, 8,21,18, 7,17,24,23,18,27, 8, 9,-99,
-99, 9,10,19,19, 9,18,10,14, 5,20,25, 6,27,26,18,22,13, 4,-99,
-99, 3,18,11,24,19, 1,24,15, 8,25,13,15, 5, 5, 8,24,23,16,-99,
-99,13, 5,13, 1, 8, 9,19, 7,19, 8,12,15,11,15,16, 6,22, 7,-99,
-99,18, 1,21, 9,26,17, 7,14,22,14,21,16,13,18, 4,26,18,12,-99,
-99,18,20, 2,20,12,25, 6, 6,23,22,23,16,12,13, 1, 4, 5,26,-99,
-99, 4,12,11,25,25, 4,25,10, 5,12,19, 6, 7,20,26, 8,12, 9,-99,
-99,17, 1,30,11,22,21,27,17, 5,11, 4, 9, 8, 8, 4, 2, 4, 1,-99,
-99,17,12,22,21,24,24,27, 2,15,24,22,26,16,10,11,13,20, 4,-99,
-99, 5, 2,21,21,12,24,14, 3,15,17, 5, 3, 1, 5,14, 6,26,21,-99,
-99, 1, 8, 7,16,15,28,25, 2,21, 7,26,24,23,15,26,27,19,21,-99,
-99, 6,16, 8,21, 5,24,23,30,28,20,23, 9,13, 7,16,19,22, 2,-99,
-99, 2, 3,15,22, 9,25,17,15,11,26,13,13, 3, 3, 1,10,23,17,-99,
-99,17, 1, 5,16,20,11,25,16,18,24, 6,23,26,19,25,24,12, 6,-99,
-99,20,13, 4,14,22,17,27,24,19,11,17,25,27, 5,25, 3, 5,28,-99,
-99,26,13,16,15, 8, 5, 9,17, 8, 6,13, 3,23,30,15,26,14,21,-99,
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,64,  ,  ,  ,  , 2,  ,  ,  ,  , 8,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  , 8,  ,  ,  ,  , 8,  ,  ,  ,  , 8,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  , 2,  ,  ,  ,  , 8,  ,  ,  ,  ,64,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
