50
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
-99,19,12,13, 4,22, 3,21,22, 6,24, 3,16, 6,22, 6,22,11,18,20,19,23,17,10,12,12, 4,27, 7,25,24,10,15, 7,23,18,13, 9,22, 6,14, 2,20,13, 7,13,18, 1,23,-99,
-99,19, 4,13,26, 4, 7, 9,15,22,20, 5,18,15,15,16, 6,21,17,18, 1,23,23,26,24,27,10, 2,11,11,14,18,13, 2,14,10, 5,20, 3, 4,25, 6, 8,26,20, 6,13, 9,26,-99,
-99,14,10,10, 8,17, 7, 3,15,28,16,25,10,14,26,23,27,12,16,15,15, 2,18,12, 7,10,21,11,15,18,19,25, 3, 1,18,22, 1,25, 8,15,24,23,23,18,20,21,12,18, 4,-99,
-99,11,17,18,13,18,13, 3,27, 6,13,26, 7,16, 6, 9,28,23, 2,28, 3, 9,14,11,15,20,28,19,12,23,20,27, 5, 8, 1, 1,26,25, 4, 8,14,28,17,20,15,22,28,14, 1,-99,
-99,13,25, 3, 5,22,25,20,14,24,10,25, 2, 1, 8,19,21, 8,19,18, 4, 6, 9,18, 6,26, 9, 4, 3,21, 2, 3,17,26,18,22,20,14,13,17,22, 6,13,23,18, 4,13,10,11,-99,
-99,16,11,27,21,20,28,10, 1, 8,26, 3,12,27, 6, 1, 8, 7,22,27,20,18,15,25, 7,12,20,24,15,16,18,10,15,12, 8,20,15, 7, 1,15,26,26,18,22, 8, 7,22,16,13,-99,
-99,27,26,16,28,13,13, 6, 8,16, 1, 6, 3, 2,15,18,26, 6, 9,12,12,21,27,22, 3,28,15,10,18, 8,25,14,18,23, 1,17,19,13,22,10,28, 6,15,15,20,14,16,17,19,-99,
-99, 8,28,15,28,10, 8,14,21,22,24,22,13, 4, 7,14,10, 8, 2,12, 4, 7, 5,16,24,20,14,15,17, 1,15, 7, 8,27,21,19, 8,12, 5,13,17,12,18, 1,27,25,14,21,16,-99,
-99,27, 4, 3,17,21,18,13,12, 3,11,12,15,26,18,22, 8,23,25,27,18, 1,11, 7,24, 1, 7, 6, 9, 5,26,24,15,14,26, 4, 6,28,28, 1,14,22,12, 1,19, 1, 6,26, 7,-99,
-99,30,25,25,26,19,15,21, 3, 5,27,11, 9, 8,18, 8,21,28,23,26,27,22,10,24,15,21, 8,18, 6,26,27,12,11, 7,20, 9,10, 6,13,12,23,11, 7, 3, 3, 8,22,23, 7,-99,
-99,16, 5,17,21,14,13,20, 7, 4,21,24, 1, 3,19,12,22,11, 4, 3,28,16,26,22,11,16, 9,13,24,14,19, 2,14,23, 3,18,21,15,21,30, 2,13,22, 3,28,24,26,21,18,-99,
-99, 1, 7,18,28,16,23,10, 4,15, 6,11,13,25,24,26,19,26,15,11,24, 8,21,26, 4,26,28, 3,22, 9, 7,11,21,13,12,20, 1,19,14,16,17,19,26, 1,15,21,26, 6, 3,-99,
-99,25,28,26,16, 5,23,19, 2, 6, 6, 7,26,24, 2,18, 9,13,10,21,15,23,20, 4,13, 1, 4,12, 5,14, 1, 7,10,28, 5,25, 4,11,27,18,17,16, 8,14,12, 9,16, 4, 6,-99,
-99, 9, 8,20, 3,27,23,27,11,27,10,15,12,10,22, 5,22,10,13, 9,20,11,10,20,11,18,18,22,26,17, 9, 3,25,16,23,27,26, 1, 9, 8,27, 3,22,22,24,27,26, 1, 8,-99,
-99,10,10,12, 5,19,15,15, 8,16,20,18, 4,28, 4,12,15,10,22,12,11, 3,19,21,17,24,15,12,23,24,25,14, 6, 6, 9,22, 8, 8, 8,28, 7,27,17,23,10, 4, 6, 8,14,-99,
-99,28, 3,24,14, 5,16, 2,28,14,30, 6,10,21, 4,27,26,24,20,18, 3,11,17,10,21,17,16, 2,20,21, 9, 5,20,11,12, 5,15,12,18,26,25,15, 4,18, 7,19,16,17,14,-99,
-99,19,18,17, 1, 6,10,21,22,25, 6,25, 1,26,14,21, 8,25, 9, 6, 8,27,16,17,25,19,18,15,21,18,15, 6, 8, 4,22,21,21,15,25,14,23, 3,23,24,28, 8,28,20, 4,-99,
-99, 8, 9,24,18,24,24,14,26,13,13,18, 2,27, 8,22, 3, 1,14,23,28,10,21,22,24,15,17, 8, 6,16,11, 9, 8, 3,16,25,27,23,23, 8, 8, 7,10,21,17,17,14,19, 1,-99,
-99,11,26,12, 5, 2, 6,28,28, 6,19, 5, 6, 1,25,13, 4,13,21,14, 7,15, 5,26, 5,14,19,22,14,16,24,27,27, 5,10, 3, 6,27,14, 5, 5, 5,30,10, 5,18, 6,20,14,-99,
-99,26, 5, 4,25,10, 2, 1, 7, 4, 6, 5, 3,14, 3,13,18,24,15,24,23,13,12,11, 1, 5, 4,17,22, 9, 9, 7, 6,30,10,14, 6,23,27,25,10, 4, 1,13, 1,15,30,19,10,-99,
-99,24,26,16, 8, 9,26, 8,13, 1,24,18, 9,16,24,27,13,18,24, 2,12,22,26,22,10,26,18,10,12,14,28,22, 9, 9, 9,28,18,19, 7,14,19,15, 4,12,14,11,22,26,12,-99,
-99,17,30,24,23,25, 1,30, 7,18,25,18,15, 9,23,24,17,16,23,18,18,14, 4,20,12,19,15,25,13, 8,23,25, 9, 6, 4,15,14,16,18,20,17,14,22, 3, 6,28,26,23,27,-99,
-99, 5,12,16,18,27, 8, 1, 1, 6, 9,14,14,15,22, 6,20,25,20, 6,24,21, 9,12,18,14,14,24,14,24, 2,12,28,25,12,17,24, 3, 1, 8, 8,21, 5, 5, 8,26,22,11, 6,-99,
-99,13,28, 1,17, 9,24, 7,22,30,14,19, 5,15,15, 4,11,26, 4,18,12,16,26, 3, 8,14, 8,27,12, 1,10, 1,26, 9,14,14, 1, 9, 4,23,18,17,25, 6,15,11,21,10,20,-99,
-99,24,27, 3,23, 8, 6,15, 6,25,13, 1, 9, 6, 1, 6,15,14, 4,15,30,19,21, 8,20,18,14, 6,28, 6,27, 4,14,10,18, 8, 1, 7, 6, 6, 3, 3, 6,12, 8, 7, 1,22, 4,-99,
-99,16,21,22, 7,13, 2,26,14,15,15,26, 4,26, 1,17, 7,18, 9, 7,25,14,13,11,16, 2, 6, 8, 8,19,13,24, 6, 5,17,24, 2, 2, 5,27,16,20,24,20,17,24,30, 7,26,-99,
-99,28,13, 6,26, 9,16,25,11, 6, 4, 2,24,17,25,13, 5,26, 9,18,27,13,17,27,16,12, 2, 4,20,21,10, 1, 5, 7, 6, 2,15, 5,10,25,22,14,27,17,14, 7, 2, 2,16,-99,
-99,10,20,27,22,20,25,10,15,26,25,18, 2,19,18, 6,25, 7,19,23,24, 1,20,17,26, 2, 6,23,20,19, 8, 8,28,27, 6, 5, 2, 2,26,17,11, 7, 6,24, 9, 8, 2,17,14,-99,
-99, 4,11, 9,16,14,10,25,15,15,19, 7,17,11,26,28, 9, 3,16,23,30,26,11,10, 4,28, 5,12, 7,18,12, 5, 6,22,25,21, 8, 6,18, 6, 4,20,24,20, 2,21, 3,23,23,-99,
-99,19, 1,22,16,11, 3,19,22,20,14,13,21,25,17,26,30,25,19, 9,15,20,27,18,23,22,22, 9,15,24,15,21,26,15,27,13, 9,30,15, 2, 4,12,14,25,20,14,22,22,11,-99,
-99,24,14, 9,27,12,26,22,18, 3,14, 4,11,28, 8,20,26,18, 5, 6, 3, 3, 7, 6,15, 5,14, 6,18,20,27,12,27,13,20,26, 8, 2, 3,25,16,16,12,10,27, 4, 2,24,21,-99,
-99,18,13,23,20,19,13, 6, 7,26,12, 9, 1,22, 4,28, 6,24, 9,26, 9,11,22, 8,10,18,30,20,21, 3,15,13,20,27, 8,11, 1,20,17,20, 1,12,28, 2, 5, 3,13,23,10,-99,
-99,21,20, 2,15,25,10,24,14,11,15, 6,13,13,19,16,23,26,26, 7, 1,14,26,13, 9, 9,26,14,12,10, 8, 5,14,27,19,28,23,12,23, 9, 6,21,14, 2, 5,16,17,27,25,-99,
-99,14, 6,25,12, 3,22,20,12,19, 5, 7,13,24,23,26,22,25,26, 1, 8,20,21,13,13,18,14, 1, 6, 2,28, 2,28, 5,11,23,19, 4,14,14, 6, 3, 4,18,26,11,16,20, 7,-99,
-99,13, 4,27,16,24,11,12,13, 9,13,18,22,24, 4, 5,12,26,27, 2, 1,13,28, 6,15,15,24,24,25,23,27, 4, 7, 2, 2, 6, 9,24, 2,22,16,14,23,22, 9,10,26, 4, 7,-99,
-99,25,17, 7,21,16,25,19, 3, 4,14,11,10,25,26,28,26,11, 5, 7,19, 6,12, 6, 3,18,11,23,28, 9,26, 6,17,15,25,21,14, 5,23,28,20,20,11, 1,16, 8,28,26, 3,-99,
-99,16,16,21, 6,27,10, 8,28,21, 3,27,13,12,17, 1,26,25, 5,24, 1,27,23, 4,18,17, 4,18, 9,30,15,11, 2, 2, 3, 7,12,12,27,11, 4,13,10,28,30,10,28, 6, 6,-99,
-99,16, 1,18,26,23,21,16,24, 8,17, 4,22, 3,14, 7,16,16,14,27,11,24, 9,27, 8, 2,26, 3,23,10, 8,28,25,20,17,23,15,21,22,22,28,10,25,21,24,10,28,11, 9,-99,
-99,25,21,19,30,13,17,27,27,30, 1,21, 8,21,21, 4,12,21,10,10,14,15, 3,13, 8,27,18, 3,20, 1,25,28, 9, 1, 3,28,14, 3,10,12, 1,22, 4, 8,14, 8,24,10,13,-99,
-99,17,19,10, 4, 6, 6,11,16,23,26, 8,30,22,19,15,23,21,14,20, 8, 7, 3, 8, 1,18,28,26,10, 7, 7, 6,23,26,15,26,15,20,21, 2,27,18, 9, 5,23,12,20, 1,16,-99,
-99,17,20,23, 8, 6,15, 8, 8,14, 5, 1, 4,12, 6,26,21,20, 8, 7,23,12,20,21, 1, 1,10, 7,24,13, 8,11,13,11, 6,20,17,20,27, 8,17,16, 8,20,27,25, 1, 3,28,-99,
-99,20,21,22, 3,12,27,15,24,20,22,19, 4, 1,14,16,23,19, 8,23,22,18, 2,22, 5,21,13,15,17,25,17,28, 1,21, 6, 3,17, 4,18,12,23,23,15,10, 7,28,25, 1, 2,-99,
-99,16,24,23, 6, 9,16,10, 2,12,25,30,20,25, 2,20,18, 7, 7, 6,22, 8, 1,28, 2,27, 9, 8,10,17,20,11, 5,15,17,22, 8,16,15, 9,11,11,22, 3,20,23, 6,21,13,-99,
-99,12,10, 6,19,22, 5, 4,21,25,23, 2,14,15,25, 2,13,13,23,20, 1, 9,12,11, 4, 6,25,23,12,15,27,25,26,20,14, 1,13, 3,16,17,27,11,19,24, 9,15,25, 5,27,-99,
-99,19,25,11,30,20, 6,15,25, 2,21,21,16,19,17,26,10,14,10, 6,16,25,23,15,19,13,10,11,11,19,16,21, 9,24,16,20,15,21, 6,24,22,26,16,22,28,16, 3,21, 1,-99,
-99,30,27,17,20,21,15,23,17, 8, 5,11,26,20, 3, 7,15,18,10,14,10,16, 9,16,25,24,21,25,11,23,17,11,18,27,11, 9,19,25,15,19, 5,20, 1,14,11,16,20,10, 5,-99,
-99,14,23,27,13, 3,26, 9,10,18,17, 4,24,18,14,13,16, 9, 5,19,17,20, 9,21,11,22,19, 5, 9,10,26,25, 7,20,23,19, 6, 4,12,15, 5,28,18,28, 1,16,24,17,24,-99,
-99,13,19,12, 4,11,17,26, 4, 7,14,12,28,12, 9,19,15,15, 9,21, 3,30,19, 7, 4, 9,19, 4, 8,26, 4,15,10,22,10,13,17,26,22,20,16,20,16,30, 3, 8,18, 1,22,-99,
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,64,  ,  ,  ,  ,64,  ,  ,  ,  ,64,  ,  ,  ,  ,64,  ,  ,  ,  ,80,  ,  ,  ,  ,16,  ,  ,  ,  ,64,  ,  ,  ,  ,64,  ,  ,  ,  ,64,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
   ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,
